id,carat,cut,color,clarity,depth,table,x,y,z,price
14160,2.01,Ideal,I,SI1,61.6,55.0,8.06,8.12,4.98,16210
1099,1.06,Premium,F,SI1,61.1,59.0,6.64,6.59,4.02,5581
17744,0.32,Premium,H,VS2,61.5,58.0,4.38,4.43,2.71,648
26873,0.43,Very Good,G,VS2,60.1,58.0,4.88,4.92,2.95,943
7128,0.79,Ideal,H,SI1,63.6,56.0,5.97,5.9,3.74,2789
25586,0.3,Good,F,SI1,63.2,59.0,4.23,4.27,2.68,641
4805,0.9,Ideal,E,SI2,61.7,57.0,6.19,6.22,3.83,3609
20435,0.61,Very Good,E,SI1,59.4,57.0,5.46,5.49,3.25,1659
17100,1.1,Ideal,F,SI1,61.7,56.0,6.64,6.6,4.09,5586
5245,0.5,Very Good,F,SI1,60.9,59.0,5.08,5.06,3.09,1203
7042,0.42,Ideal,F,VVS1,61.9,55.0,4.79,4.82,2.97,1295
2231,1.04,Very Good,F,SI1,58.9,62.0,6.63,6.66,3.9,5736
10409,1.01,Good,D,SI2,64.0,58.0,6.29,6.23,4.01,5438
15682,0.7,Ideal,G,VS1,61.0,58.0,5.74,5.79,3.52,2568
6205,0.4,Ideal,F,SI2,61.5,57.0,4.74,4.72,2.91,660
31257,1.01,Premium,F,SI2,59.6,60.0,6.52,6.55,3.9,4620
9727,0.42,Ideal,G,IF,61.8,57.0,4.8,4.82,2.97,1241
2302,0.51,Ideal,D,VS1,62.1,56.0,5.13,5.16,3.19,1917
21076,1.03,Ideal,D,SI1,62.1,55.0,6.53,6.45,4.05,5551
24737,0.91,Ideal,F,SI1,62.5,53.0,6.2,6.24,3.88,4189
29613,1.01,Ideal,F,SI2,62.7,57.0,6.39,6.35,3.99,4793
29344,0.35,Ideal,E,SI1,61.5,55.0,4.54,4.56,2.8,640
15109,0.4,Premium,F,VS1,62.6,58.0,4.67,4.7,2.94,1050
9557,2.02,Good,I,VS2,63.6,59.0,8.01,7.93,5.07,12403
5640,1.51,Ideal,I,VS2,62.8,54.0,7.34,7.3,4.6,9185
20585,1.2,Ideal,I,SI2,62.6,56.0,6.79,6.84,4.26,5268
11441,0.3,Ideal,G,VS2,61.3,58.0,4.31,4.34,2.65,545
4193,1.0,Very Good,F,VS2,60.5,59.0,6.41,6.46,3.9,6944
2609,2.32,Premium,J,VS2,62.4,58.0,8.45,8.4,5.27,17156
1954,1.02,Ideal,E,VS2,62.8,56.0,6.42,6.4,4.03,9177
4308,1.35,Premium,F,VS2,62.1,58.0,7.05,7.01,4.37,10030
17595,1.02,Very Good,D,SI2,59.7,60.0,6.52,6.55,3.9,4912
7928,1.56,Very Good,G,SI1,62.9,57.0,7.34,7.4,4.64,11400
8944,0.32,Premium,E,SI1,61.9,58.0,4.33,4.36,2.69,675
2601,0.51,Ideal,E,VS2,61.3,57.0,5.14,5.18,3.16,1728
9216,1.63,Premium,H,VS2,61.3,59.0,7.61,7.55,4.66,11823
17738,0.5,Good,E,VS2,58.6,61.0,5.19,5.21,3.04,1617
6286,2.01,Ideal,G,SI1,62.7,57.0,8.06,7.99,5.03,15059
8653,0.38,Ideal,D,VVS2,60.0,57.0,4.68,4.71,2.82,1100
10140,0.4,Ideal,E,SI1,61.4,55.0,4.73,4.75,2.91,945
3532,0.5,Good,H,VS2,63.4,56.0,5.04,5.08,3.21,1330
8059,0.3,Ideal,D,VS2,61.9,57.0,4.31,4.24,2.65,849
88,2.01,Ideal,I,SI1,60.3,59.0,8.18,8.25,4.96,15930
6477,0.5,Good,E,SI2,63.8,55.0,5.08,5.12,3.25,1077
31247,0.9,Premium,G,SI2,62.1,56.0,6.19,6.16,3.84,3486
4407,0.5,Ideal,I,VVS2,62.6,57.0,5.08,5.06,3.17,1378
17250,1.02,Premium,G,VS2,62.9,59.0,6.39,6.44,4.05,5640
8195,0.81,Very Good,E,SI1,63.2,55.0,5.97,5.93,3.75,2352
16328,0.32,Premium,G,VS2,62.8,57.0,4.37,4.33,2.73,720
22895,0.72,Ideal,G,VVS2,61.4,57.0,5.75,5.77,3.54,3669
8922,0.3,Ideal,I,VS1,61.9,54.0,4.28,4.31,2.66,457
31346,0.51,Ideal,I,VS1,61.8,56.0,5.14,5.12,3.17,1376
10143,0.63,Ideal,I,VS1,61.4,55.0,5.61,5.5,3.41,2029
15308,0.26,Ideal,H,IF,61.6,56.0,4.11,4.14,2.54,566
30058,1.01,Premium,E,SI1,60.5,59.0,6.55,6.49,3.94,5430
5569,1.11,Premium,H,VS2,62.2,57.0,6.62,6.56,4.1,5285
30884,0.35,Ideal,E,VVS2,62.2,56.0,4.5,4.52,2.81,822
8765,1.25,Premium,G,VS2,61.2,58.0,7.01,6.97,4.28,7443
21387,0.31,Ideal,H,IF,61.2,57.0,4.37,4.4,2.68,789
9098,0.34,Ideal,E,VVS2,61.9,54.0,4.51,4.53,2.8,867
21270,1.01,Premium,G,VS1,61.8,58.0,6.49,6.46,4.01,6499
1771,0.42,Ideal,E,VS1,61.9,56.0,4.79,4.75,2.95,1031
10376,1.2,Ideal,G,SI1,62.4,55.0,6.74,6.79,4.23,7037
12914,0.41,Ideal,G,IF,62.8,55.0,4.72,4.74,2.97,1267
17525,1.09,Ideal,H,SI1,61.8,55.0,6.65,6.57,4.08,5256
17456,0.95,Premium,I,SI2,60.8,57.4,6.4,6.36,3.87,3816
16269,1.03,Ideal,F,SI2,61.7,56.0,6.58,6.45,4.01,4339
1046,1.7,Very Good,I,VS2,62.5,54.0,7.64,7.68,4.78,11268
10142,0.56,Ideal,G,VS2,62.1,57.0,5.28,5.31,3.29,1665
28564,0.36,Ideal,E,VS2,61.5,56.0,4.59,4.56,2.81,1013
10061,0.28,Very Good,F,VS1,61.7,58.0,4.15,4.18,2.57,497
23610,0.4,Good,G,SI1,63.8,55.0,4.69,4.65,2.98,646
22308,1.5,Very Good,I,VVS2,61.1,61.0,7.22,7.32,4.41,11105
18063,0.7,Premium,F,VS2,60.3,59.0,5.82,5.77,3.49,2927
2229,1.03,Premium,G,SI2,60.3,60.0,6.54,6.57,3.95,4744
30855,0.34,Ideal,G,VS2,62.2,55.0,4.48,4.51,2.8,725
7522,0.32,Ideal,D,VS2,61.8,56.0,4.35,4.39,2.7,830
5217,0.6,Fair,E,SI2,61.2,54.0,5.5,5.48,3.35,2600
12415,2.14,Premium,E,SI2,59.3,58.0,8.39,8.43,5.05,17570
11794,0.55,Ideal,F,VS2,60.8,57.0,5.34,5.32,3.23,1819
22615,0.71,Ideal,E,SI1,62.1,55.0,5.7,5.74,3.55,2852
7586,0.7,Ideal,I,VVS2,61.9,56.0,5.72,5.74,3.54,2562
5460,1.0,Premium,E,SI2,62.3,58.0,6.37,6.32,3.96,4240
2174,0.41,Ideal,F,VVS2,61.9,56.0,4.81,4.76,2.96,1131
26775,0.33,Ideal,E,SI1,62.6,57.0,4.43,4.41,2.77,579
23193,2.01,Premium,H,VS1,62.3,59.0,8.05,7.98,4.99,17685
16168,1.02,Very Good,F,SI1,63.1,59.0,6.43,6.37,4.04,5277
18731,1.08,Ideal,F,SI2,61.9,56.0,6.57,6.63,4.08,4280
15407,0.32,Ideal,H,VVS1,61.8,57.0,4.34,4.36,2.69,672
12865,0.42,Ideal,G,VS1,61.3,56.0,4.8,4.82,2.95,953
30936,2.01,Ideal,I,VS2,62.1,57.0,8.04,7.99,4.99,17889
11379,1.2,Premium,J,SI1,61.6,59.0,6.83,6.78,4.2,4637
5021,0.41,Ideal,G,VVS2,61.3,56.0,4.8,4.77,2.93,1031
16621,0.53,Ideal,H,VS1,61.3,55.0,5.24,5.19,3.2,1613
30944,1.01,Premium,G,VVS2,61.5,58.0,6.47,6.38,3.95,9212
3577,0.43,Ideal,D,VS2,62.4,55.0,4.84,4.85,3.02,934
14805,1.01,Ideal,F,SI1,61.3,56.0,6.45,6.48,3.97,4851
29182,0.53,Ideal,G,SI1,61.3,56.0,5.25,5.21,3.2,1221
21112,1.01,Ideal,D,SI2,62.4,57.0,6.41,6.44,4.01,5050
18270,1.01,Very Good,H,SI2,62.6,58.0,6.31,6.35,3.96,4004
5387,1.02,Very Good,E,SI2,62.5,59.0,6.44,6.42,4.02,4598
23337,1.5,Very Good,G,VVS1,59.9,58.0,7.34,7.4,4.42,15508
20341,0.41,Ideal,E,VS1,62.4,54.0,4.77,4.8,2.99,1079
29800,1.04,Very Good,I,SI1,58.9,61.0,6.57,6.63,3.9,4368
9862,0.37,Premium,F,VS2,61.2,60.0,4.63,4.67,2.84,811
25970,1.0,Good,D,VS2,58.1,62.0,6.56,6.6,3.84,6762
18626,1.54,Premium,H,VS2,61.0,59.0,7.47,7.52,4.56,11322
10769,0.34,Very Good,H,VS2,62.8,56.0,4.45,4.47,2.8,537
8114,0.9,Premium,F,SI1,59.3,59.0,6.3,6.24,3.73,4158
19847,1.01,Very Good,D,SI1,63.1,56.0,6.34,6.37,4.01,5490
1732,0.73,Ideal,E,VS2,59.8,57.0,5.83,5.89,3.51,3091
9038,1.03,Premium,J,SI2,62.8,59.0,6.46,6.42,4.05,3669
27732,0.75,Premium,E,VS2,63.0,58.0,5.77,5.82,3.65,2874
26589,0.7,Ideal,H,SI1,61.8,56.0,5.71,5.75,3.54,2276
14274,0.9,Good,E,SI2,63.6,56.0,6.13,6.1,3.89,3520
16002,1.01,Premium,D,SI2,62.7,58.0,6.39,6.36,4.0,5042
0,1.52,Premium,F,VS2,62.2,58.0,7.27,7.33,4.55,13619
30358,0.3,Ideal,E,SI1,62.1,55.0,4.29,4.32,2.67,731
9921,0.86,Very Good,H,VVS2,63.1,59.0,5.98,6.04,3.8,2949
14546,0.41,Very Good,G,VS1,62.3,60.0,4.71,4.74,2.95,899
4593,1.51,Premium,E,VS2,62.2,59.0,7.2,7.36,4.52,14844
13017,2.0,Good,H,SI1,63.8,58.0,8.03,7.98,5.08,14763
5805,0.9,Premium,G,SI2,62.8,58.0,6.15,6.12,3.86,3238
2674,0.54,Premium,G,VS2,61.2,59.0,5.21,5.18,3.18,1637
27223,1.01,Premium,D,SI1,61.1,59.0,6.43,6.5,3.95,5652
395,0.91,Very Good,F,SI1,62.9,60.0,6.11,6.14,3.85,3910
5376,1.1,Ideal,H,VS2,62.8,57.0,6.56,6.61,4.14,5447
4821,0.77,Ideal,E,VS2,61.0,56.0,5.88,5.91,3.6,3297
24782,0.54,Premium,H,VS2,62.2,59.0,5.18,5.16,3.21,1389
24270,0.6,Premium,E,SI1,59.6,62.0,5.49,5.45,3.26,1715
20349,1.02,Ideal,H,SI1,61.7,56.0,6.49,6.44,3.99,5169
17743,0.81,Ideal,F,SI1,62.7,57.0,5.92,5.99,3.73,3170
26793,0.7,Ideal,F,VS1,62.2,55.0,5.7,5.75,3.56,3429
1565,1.51,Good,G,VS2,63.6,59.0,7.28,7.22,4.61,11455
21925,0.3,Ideal,F,IF,62.4,56.0,4.33,4.3,2.69,1074
7643,1.09,Premium,E,SI1,60.9,58.0,6.69,6.65,4.05,6969
19398,0.32,Ideal,H,VVS1,61.8,55.0,4.37,4.4,2.71,730
22172,0.8,Ideal,F,SI1,60.8,56.0,6.03,5.99,3.67,3293
22599,1.08,Ideal,G,VS2,62.1,57.0,6.6,6.58,4.09,5889
17574,0.43,Good,G,VVS2,61.3,60.0,4.87,4.9,2.99,1056
10159,0.32,Ideal,G,VS1,62.6,57.0,4.34,4.38,2.73,645
30945,0.41,Ideal,F,VS1,62.0,56.0,4.81,4.81,2.98,1076
13110,1.07,Premium,E,SI2,59.5,58.0,6.61,6.65,3.95,5491
15509,0.3,Ideal,G,VVS1,61.4,55.0,4.32,4.3,2.65,795
14453,0.34,Ideal,E,SI1,62.1,56.0,4.51,4.45,2.77,803
22745,0.33,Ideal,D,VVS2,61.6,55.0,4.48,4.45,2.75,1170
11244,1.03,Fair,G,SI2,64.4,58.0,6.33,6.27,4.06,4232
29185,0.51,Premium,D,SI1,62.7,57.0,5.09,5.13,3.2,1343
9054,0.91,Ideal,F,SI1,61.8,57.0,6.21,6.26,3.85,3896
16540,0.55,Ideal,E,VS1,61.3,57.0,5.24,5.29,3.22,1928
30391,0.3,Ideal,D,SI1,61.1,56.0,4.32,4.35,2.65,566
4823,0.56,Very Good,F,SI1,60.1,60.0,5.36,5.39,3.22,1376
10175,0.3,Ideal,G,VS1,62.9,57.0,4.26,4.28,2.69,612
5786,1.51,Ideal,J,VVS1,61.0,56.0,7.38,7.43,4.51,11503
9007,0.41,Ideal,E,VS2,61.6,57.0,4.74,4.77,2.93,1124
5628,0.31,Ideal,E,VS2,62.7,54.0,4.34,4.32,2.71,872
7567,0.42,Premium,H,VS1,62.4,58.0,4.76,4.79,2.98,847
6367,0.9,Very Good,F,SI1,60.7,61.0,6.14,6.18,3.76,4084
6252,1.12,Premium,H,SI2,61.6,56.0,6.58,6.64,4.06,4842
20297,0.33,Premium,E,SI1,62.2,59.0,4.37,4.41,2.73,579
6920,1.21,Premium,I,SI1,62.2,57.0,6.83,6.76,4.22,5464
7889,1.02,Premium,F,VS2,61.0,59.0,6.53,6.5,3.98,5908
12122,2.0,Very Good,H,SI1,62.7,58.0,7.99,8.04,5.01,17666
3,0.32,Ideal,G,VS1,61.6,56.0,4.38,4.41,2.71,666
7690,0.3,Premium,E,VS2,61.5,60.0,4.29,4.33,2.65,658
28336,0.5,Premium,D,SI2,58.9,61.0,5.14,5.17,3.05,1181
16828,0.4,Good,I,VS1,63.9,54.0,4.67,4.7,2.99,747
20428,1.06,Premium,D,SI2,61.9,60.0,6.55,6.47,4.03,5703
28482,1.04,Ideal,H,VS1,62.2,54.0,6.47,6.51,4.04,5743
8767,1.01,Premium,H,VS1,62.4,59.0,6.38,6.44,4.0,5256
18180,0.7,Very Good,E,SI2,62.0,57.0,5.69,5.73,3.54,2398
26228,0.7,Premium,G,VS2,62.8,60.0,5.65,5.61,3.54,2314
9409,1.02,Premium,F,SI2,61.9,60.0,6.49,6.43,3.99,5236
19824,0.71,Premium,F,VS1,59.6,60.0,5.88,5.82,3.48,2808
10195,0.37,Premium,G,VS2,61.0,60.0,4.64,4.6,2.82,827
1396,1.06,Ideal,J,SI1,62.5,55.0,6.51,6.55,4.08,3959
18469,1.01,Ideal,I,SI2,62.6,56.0,6.32,6.36,3.97,4092
14956,1.12,Ideal,H,VS2,61.3,57.0,6.72,6.74,4.13,6617
22597,0.42,Ideal,D,SI1,61.4,57.0,4.78,4.81,2.94,990
24540,0.7,Premium,G,SI1,60.4,59.0,5.76,5.71,3.46,2137
30732,0.72,Very Good,F,SI2,62.8,56.0,5.72,5.75,3.6,2298
16993,1.52,Ideal,E,SI1,61.8,56.0,7.37,7.4,4.56,13993
18337,0.33,Ideal,E,SI1,61.8,56.0,4.45,4.44,2.74,584
3748,1.0,Very Good,D,SI1,63.4,56.0,6.42,6.39,4.06,5510
29596,0.71,Premium,G,SI2,59.3,60.0,5.78,5.82,3.44,2388
1698,0.55,Ideal,G,VS1,60.8,57.0,5.31,5.35,3.24,1873
19339,1.21,Premium,F,VS1,59.9,59.0,6.89,6.85,4.13,9900
30950,0.39,Ideal,E,SI2,60.9,56.0,4.78,4.77,2.91,669
11783,0.39,Very Good,F,VS1,61.0,55.0,4.78,4.82,2.92,943
2502,0.31,Ideal,E,VVS2,61.5,56.0,4.34,4.37,2.68,864
18,1.01,Premium,G,VVS1,61.8,58.0,6.44,6.37,3.96,8701
28002,0.38,Premium,F,VVS1,61.0,59.0,4.67,4.7,2.85,1145
9887,0.74,Premium,F,VS2,62.2,59.0,5.74,5.71,3.57,2952
1784,2.06,Good,E,I1,62.6,58.0,8.06,8.03,5.04,6229
19569,1.52,Premium,F,SI1,62.8,59.0,7.27,7.3,4.58,13088
21494,0.9,Ideal,F,SI1,61.8,55.0,6.19,6.22,3.83,4785
19373,0.72,Very Good,E,VS1,63.1,60.0,5.65,5.72,3.59,3184
17304,0.31,Very Good,H,VVS2,60.8,58.0,4.42,4.45,2.7,633
20361,0.33,Ideal,F,VVS2,62.6,57.0,4.4,4.43,2.76,880
13461,0.34,Premium,H,VS2,62.6,58.0,4.47,4.45,2.8,689
25859,2.03,Premium,H,SI1,60.8,61.0,8.2,8.14,4.99,15318
24001,0.96,Very Good,D,SI1,63.3,58.0,6.25,6.29,3.96,4491
1087,0.32,Premium,E,SI2,61.5,59.0,4.39,4.43,2.71,576
24358,0.35,Premium,I,VS2,61.2,58.0,4.51,4.56,2.78,648
634,1.08,Ideal,D,SI2,62.1,56.0,6.55,6.52,4.06,4898
24255,0.59,Very Good,F,VS1,62.0,55.0,5.38,5.43,3.34,1870
16181,0.3,Ideal,I,VVS1,62.1,57.0,4.28,4.3,2.66,564
11997,1.01,Premium,G,VS2,60.5,60.0,6.53,6.49,3.94,6084
28967,1.5,Very Good,H,VS1,63.0,59.0,7.2,7.25,4.57,10349
4538,0.3,Very Good,H,SI1,61.9,58.0,4.25,4.27,2.64,540
5362,1.05,Very Good,I,SI2,60.3,59.0,6.54,6.58,3.95,3884
10680,2.04,Premium,H,SI2,61.5,60.0,8.18,8.14,5.01,16642
2912,0.33,Premium,E,VS2,60.5,58.0,4.48,4.46,2.7,928
20193,1.16,Ideal,H,VS1,62.7,56.0,6.69,6.72,4.2,7326
29854,1.06,Premium,H,SI1,61.5,58.0,6.53,6.56,4.01,5559
20261,0.31,Ideal,G,VS1,62.5,57.0,4.29,4.33,2.7,625
27981,0.71,Very Good,E,VS1,63.5,59.0,5.6,5.65,3.57,2902
24017,0.4,Very Good,G,VS1,62.9,58.0,4.67,4.71,2.96,790
14992,0.4,Ideal,G,VS1,61.7,57.0,4.73,4.7,2.91,961
16694,0.52,Ideal,D,VS2,61.7,56.0,5.15,5.19,3.19,1890
26271,0.9,Fair,G,VS1,65.8,58.0,6.04,6.0,3.93,4209
10761,0.4,Ideal,G,VVS1,61.4,57.0,4.74,4.79,2.92,1043
28259,0.31,Ideal,D,SI1,62.0,55.0,4.34,4.36,2.7,623
9384,1.03,Fair,F,SI1,65.3,59.0,6.35,6.28,4.15,4480
20576,1.05,Ideal,H,SI1,62.1,55.0,6.49,6.54,4.05,4836
7415,0.53,Ideal,G,VS2,61.1,55.0,5.25,5.26,3.21,1422
4243,0.59,Premium,E,VS2,61.1,58.0,5.39,5.46,3.32,1843
12439,0.33,Ideal,G,VVS1,61.9,56.0,4.41,4.46,2.75,926
25135,0.36,Premium,E,IF,60.7,60.0,4.61,4.58,2.79,1218
20502,1.53,Ideal,E,SI2,61.2,57.0,7.46,7.5,4.58,9229
1318,1.08,Ideal,F,VVS2,61.1,56.0,6.66,6.58,4.04,9894
9770,0.5,Ideal,H,IF,60.3,57.0,5.15,5.17,3.11,1596
17140,0.51,Premium,G,SI2,61.1,59.0,5.16,5.13,3.15,945
28367,0.71,Premium,D,SI2,61.9,58.0,5.68,5.7,3.52,2331
28037,0.53,Very Good,E,VS2,62.0,59.0,5.16,5.19,3.22,1721
6887,0.34,Ideal,D,VVS2,60.2,57.0,4.51,4.54,2.73,1026
21929,0.53,Ideal,F,VS2,61.9,57.0,5.23,5.2,3.22,1832
1937,1.56,Ideal,D,VS2,62.6,56.0,7.38,7.43,4.63,12846
28328,2.01,Ideal,J,SI2,62.0,55.0,8.04,8.08,5.0,12707
15885,0.59,Ideal,F,VS1,62.0,57.0,5.36,5.38,3.33,2063
24589,0.83,Ideal,E,SI1,61.2,57.0,6.06,6.01,3.7,3489
14824,1.51,Ideal,H,VS1,62.7,57.0,7.33,7.3,4.58,12081
18565,0.7,Ideal,E,SI1,61.8,56.0,5.64,5.68,3.5,2143
2122,0.53,Ideal,H,VVS1,61.1,56.0,5.2,5.23,3.19,2021
3417,0.73,Ideal,F,VS2,61.3,56.0,5.79,5.82,3.57,2856
8894,0.41,Premium,E,SI2,59.8,56.0,4.81,4.77,2.84,876
4313,1.01,Premium,I,SI2,62.9,58.0,6.37,6.32,3.99,3770
5631,1.01,Good,E,SI1,63.1,55.0,6.34,6.38,4.01,5342
21699,0.31,Ideal,E,VVS1,62.1,55.0,4.34,4.35,2.7,979
11657,0.7,Premium,F,SI1,61.2,60.0,5.72,5.71,3.49,2147
20218,1.0,Fair,H,SI1,66.6,55.0,6.27,6.2,4.1,4199
5089,0.4,Very Good,D,SI2,63.3,57.0,4.69,4.66,2.96,626
19304,1.0,Very Good,E,SI2,61.1,63.0,6.41,6.45,3.92,4001
16955,0.33,Ideal,E,VS2,61.9,55.0,4.47,4.45,2.75,928
5444,0.41,Ideal,F,SI1,61.3,57.0,4.81,4.77,2.93,791
28441,1.03,Ideal,G,VS2,59.8,57.0,6.55,6.63,3.94,6159
7556,0.37,Premium,G,VVS2,61.6,58.0,4.66,4.61,2.85,1053
4151,0.3,Ideal,E,VVS2,62.2,53.0,4.34,4.39,2.71,842
26844,0.3,Very Good,G,VVS2,62.8,56.0,4.27,4.25,2.68,552
15006,1.53,Ideal,G,VVS2,61.5,57.0,7.41,7.44,4.56,15030
14754,0.3,Ideal,G,IF,61.5,54.0,4.34,4.37,2.68,863
11097,0.3,Ideal,E,VS2,61.9,55.0,4.3,4.33,2.67,642
13856,0.23,Very Good,E,VS2,61.2,60.0,3.96,4.01,2.44,367
3257,0.41,Ideal,F,VVS1,60.7,55.0,4.8,4.85,2.93,1196
5978,0.4,Premium,F,SI1,62.5,60.0,4.69,4.71,2.94,687
1981,1.03,Ideal,H,SI2,62.3,56.0,6.42,6.46,4.01,3751
10070,0.41,Premium,F,VS2,61.4,58.0,4.76,4.74,2.92,1107
29710,0.71,Ideal,E,SI1,61.7,57.0,5.72,5.74,3.54,2604
14351,1.01,Premium,E,SI2,63.0,58.0,6.39,6.37,4.02,4459
16980,0.6,Premium,G,VS1,60.9,60.0,5.39,5.43,3.3,1666
5651,0.33,Ideal,F,VVS2,62.2,55.0,4.4,4.43,2.75,694
10163,0.71,Ideal,E,SI1,60.7,57.0,5.81,5.77,3.52,2750
30286,0.52,Very Good,I,SI1,60.3,60.0,5.23,5.29,3.14,1124
28052,1.2,Ideal,E,SI1,62.2,57.0,6.78,6.74,4.2,7362
30673,1.0,Very Good,F,SI1,63.7,58.0,6.4,6.34,4.06,5140
3649,0.33,Ideal,E,VVS2,62.6,57.0,4.41,4.39,2.76,820
1914,0.57,Ideal,I,VS2,61.2,57.0,5.33,5.37,3.26,1323
26804,0.57,Ideal,D,SI1,61.5,55.0,5.34,5.37,3.3,1610
20369,0.72,Very Good,I,VS1,63.1,59.0,5.71,5.75,3.62,2375
9037,0.42,Premium,F,SI1,62.7,56.0,4.81,4.76,3.0,992
7485,0.51,Premium,D,VS2,61.8,58.0,5.11,5.08,3.15,1848
20534,0.4,Very Good,G,SI1,61.3,58.0,4.73,4.76,2.91,737
25204,0.51,Ideal,D,SI1,60.2,57.0,5.22,5.25,3.16,1658
20876,0.72,Ideal,F,VS2,61.8,57.0,5.72,5.76,3.55,2815
17252,0.33,Ideal,D,SI2,61.9,56.0,4.46,4.47,2.76,631
31138,0.71,Very Good,H,SI2,61.1,57.0,5.68,5.73,3.49,2028
2750,0.51,Ideal,G,VS1,62.3,56.0,5.08,5.13,3.18,1637
1764,0.5,Ideal,D,VS2,62.2,56.0,5.07,5.1,3.16,1857
3267,2.01,Premium,H,SI2,61.6,59.0,8.15,8.09,5.01,18179
7588,0.34,Ideal,E,VS1,61.3,57.0,4.48,4.51,2.76,805
21227,0.7,Premium,F,SI1,61.7,57.0,5.7,5.75,3.53,2364
1617,1.01,Very Good,H,SI1,63.4,59.0,6.4,6.39,4.05,4884
27728,0.34,Premium,E,SI1,61.5,58.0,4.54,4.51,2.78,765
1329,0.41,Premium,E,SI1,61.5,60.0,4.72,4.69,2.9,969
28352,0.4,Ideal,E,VS2,61.1,57.0,4.76,4.75,2.91,912
12306,0.41,Ideal,H,VVS2,62.1,55.0,4.78,4.76,2.96,977
18147,0.9,Good,F,SI2,63.2,58.0,6.07,6.13,3.86,3519
27388,1.5,Fair,D,SI1,64.6,58.0,7.15,7.09,4.62,12152
9464,0.3,Premium,G,VVS2,62.2,58.0,4.23,4.27,2.64,878
19730,0.8,Ideal,E,SI1,61.6,56.0,5.95,5.99,3.68,3524
21261,0.7,Ideal,D,SI2,60.2,58.0,5.78,5.82,3.48,2519
4807,0.9,Very Good,F,SI2,63.2,57.0,6.12,6.16,3.88,3629
27422,0.54,Ideal,D,SI1,62.4,55.0,5.19,5.22,3.25,1786
1338,1.35,Premium,G,VS2,60.3,58.0,7.2,7.17,4.33,9714
14705,1.01,Premium,F,SI1,59.9,61.0,6.52,6.47,3.89,5290
5477,2.24,Premium,E,SI2,61.9,57.0,8.38,8.33,5.18,16779
22313,0.3,Premium,E,SI1,60.6,60.0,4.37,4.41,2.65,526
18209,0.37,Ideal,F,VS2,61.4,56.0,4.63,4.66,2.84,724
4253,0.3,Ideal,J,VS1,62.3,57.0,4.29,4.32,2.68,506
4808,1.02,Ideal,G,SI1,61.6,56.0,6.48,6.51,3.99,4714
22158,1.0,Premium,G,SI2,62.8,60.0,6.39,6.29,3.99,4337
26880,0.77,Ideal,F,VS2,62.7,56.0,5.84,5.86,3.66,3017
6564,1.01,Very Good,G,VS1,62.3,58.0,6.37,6.41,3.98,7246
25463,1.16,Premium,E,SI2,59.2,60.0,6.91,6.87,4.07,5166
5525,0.3,Ideal,I,VS1,62.3,54.0,4.29,4.32,2.68,608
28026,0.3,Premium,G,VS1,62.2,58.0,4.29,4.26,2.66,776
185,1.13,Premium,H,VS2,60.8,58.0,6.7,6.67,4.07,5584
13473,0.72,Ideal,E,SI1,61.8,56.0,5.76,5.8,3.58,2795
28505,1.01,Very Good,F,VS2,62.1,56.0,6.42,6.45,3.99,6533
16424,1.5,Very Good,E,SI2,59.7,63.0,7.39,7.43,4.47,8799
1964,0.4,Ideal,G,VS2,61.9,57.0,4.77,4.74,2.94,898
5971,0.3,Premium,G,VS2,61.6,58.0,4.26,4.29,2.63,526
1874,1.51,Good,F,SI1,62.6,60.0,7.26,7.3,4.56,10701
5601,1.17,Premium,F,SI2,59.9,59.0,6.84,6.87,4.1,5405
8595,1.52,Premium,G,VS1,60.6,59.0,7.43,7.37,4.48,14165
7796,0.54,Ideal,F,SI2,62.7,57.0,5.23,5.2,3.27,1203
19625,0.23,Premium,F,VVS2,60.4,59.0,3.99,4.03,2.43,878
4910,1.34,Premium,H,VVS2,61.6,59.0,7.02,7.06,4.33,10211
16660,0.52,Ideal,H,SI1,61.4,55.4,5.19,5.17,3.18,1354
13514,1.65,Premium,I,VS2,60.8,58.0,7.68,7.6,4.65,11681
10589,0.37,Ideal,E,VS1,61.6,56.0,4.64,4.61,2.85,956
18690,0.37,Premium,G,VS1,60.5,59.0,4.63,4.67,2.8,719
14755,0.3,Ideal,G,SI1,62.8,56.0,4.3,4.32,2.7,432
7943,1.05,Premium,H,VS2,60.3,60.0,6.57,6.55,3.95,5645
24817,0.9,Very Good,G,SI1,61.8,61.0,6.13,6.16,3.8,3437
11720,0.39,Premium,E,VS1,61.6,58.0,4.73,4.7,2.9,1097
3574,0.8,Very Good,E,SI2,62.2,58.0,5.92,5.95,3.7,2883
16592,0.7,Good,F,VS2,62.6,60.0,5.62,5.69,3.54,2777
8932,1.01,Premium,H,SI2,62.0,56.0,6.47,6.41,3.99,3669
7396,0.41,Ideal,H,VS1,62.7,55.0,4.72,4.76,2.97,827
15547,1.5,Ideal,G,VS1,61.5,57.0,7.32,7.35,4.5,11516
22714,1.02,Premium,F,VS2,61.9,58.0,6.46,6.42,3.99,6816
25710,0.31,Ideal,F,VS1,62.5,57.0,4.36,4.31,2.71,907
19043,0.34,Ideal,D,VS1,60.2,57.0,4.56,4.54,2.73,1027
26039,2.07,Ideal,H,SI2,59.8,59.0,8.32,8.27,4.97,18108
21186,1.28,Very Good,F,SI2,62.3,57.0,6.96,6.92,4.32,6405
